Date,QQQ,IWM,SPY,ACWI,XLE,XLF,VNQ,XLU,XLV,XLK,XLP,XLY,XLI,XLB,XLC,EWA,EFA,EZU,EWG,EWJ,EWS,EWU,FLGB,GURU,ARKK,SKYY,ICLN,GRID,EWZ,FXI,EEM,INDA,EWY,EZA,EWT,EWW,EIDO,VNM,KSA,AAXJ,EWH,VPL,CNYA,ASEA,THD,EPHE,XAR,ITA,BIL,EMLC,EMB,HYG,LQD,BKLN,SHY,TLT,IEF,AGG,TIP,MUB,CWB,VCSH,PFF,HYD,BNDW,IHY,IGIB,BNDX,IGOV,DBA,DBC,COPX,GLD,UNG,SLV,BNO,PPLT,URA,WEAT,LIT,VALE,CORN,SOYB,PALL,CPER,BTC-USD,ETH-USD,SOL-USD,AUDUSD=X,EURUSD=X,GBPUSD=X,DX-Y.NYB,CHF=X,JPY=X,SGD=X,CAD=X,MXN=X,KRW=X,BRL=X,VXX,VIXY,IFRA,PSP,AMLP,REET,BCI,PDBC,KBWY
2021-08-04,29602200.0,25588500.0,46732200.0,2425600.0,64523800.0,52346400.0,4038300.0,32378000.0,8322100.0,11322800.0,8886500.0,7913000.0,16180900.0,10539600.0,3864600.0,1200600.0,12852000.0,2278600.0,3614500.0,3162700.0,695100.0,1474800.0,13500.0,3100.0,5300900.0,136700.0,2656600.0,110300.0,23819000.0,25099600.0,32586600.0,1684900.0,2851900.0,271900.0,2527000.0,1511000.0,459200.0,162500.0,155500.0,1507800.0,4526400.0,555900.0,117500.0,4400.0,38300.0,12500.0,138700.0,127400.0,1067700.0,1589800.0,3663100.0,17113300.0,14426200.0,2284000.0,1878600.0,18267900.0,7545000.0,4654300.0,3618200.0,999100.0,715800.0,3660800.0,3447300.0,729400.0,16700.0,14400.0,1674400.0,2089300.0,53100.0,587100.0,2168900.0,537200.0,9796300.0,598875.0,23504500.0,1280700.0,2391000.0,389800.0,30160.0,1279300.0,30837700.0,89500.0,50000.0,49500.0,144600.0,25372562724.0,25038698173.0,413657602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092969.0,123480.0,97600.0,8020.0,3186200.0,353300.0,64900.0,4269600.0,106900.0
2021-08-05,21443900.0,23915200.0,38969700.0,2043200.0,45800000.0,37168200.0,3294800.0,31790800.0,8240900.0,6674600.0,7063000.0,5401200.0,12561500.0,13964800.0,2261300.0,1831900.0,11868900.0,1933800.0,2825900.0,2611300.0,582300.0,1144800.0,11000.0,1100.0,5260000.0,141800.0,2580500.0,53800.0,34968000.0,14741700.0,15941700.0,2100400.0,3040900.0,446200.0,1467200.0,1082400.0,425700.0,270800.0,328700.0,1709600.0,3193000.0,241000.0,58000.0,24800.0,103500.0,54600.0,37000.0,130000.0,488300.0,1640400.0,1716000.0,15465700.0,13960900.0,4011100.0,1400000.0,15345400.0,5164600.0,3283100.0,2912400.0,649600.0,517900.0,3064100.0,4941500.0,529100.0,15500.0,6800.0,982500.0,1718300.0,64900.0,265500.0,2162400.0,246800.0,8015000.0,538200.0,14401700.0,427900.0,1577000.0,249400.0,33320.0,1005500.0,33534000.0,76500.0,19500.0,23500.0,75700.0,35185031017.0,31057928075.0,595137193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136313.0,93525.0,216700.0,11660.0,2787000.0,386700.0,44900.0,1526900.0,118100.0
2021-08-06,33332100.0,24429200.0,46930000.0,3360000.0,36214800.0,58081000.0,2753600.0,20000800.0,6923700.0,7602800.0,13492100.0,5822200.0,8677100.0,14054200.0,2764400.0,1526700.0,10892500.0,2189600.0,1248400.0,2704700.0,1041900.0,1336300.0,6700.0,3300.0,6044700.0,196800.0,2702600.0,64900.0,20199800.0,17649400.0,36049500.0,1979800.0,2277100.0,140900.0,1885200.0,1184200.0,243900.0,136500.0,73400.0,1312400.0,6460600.0,268800.0,56600.0,6900.0,42100.0,30100.0,28300.0,80900.0,694200.0,2135600.0,6417800.0,12923200.0,8641500.0,11495500.0,2313700.0,21144300.0,7807600.0,3812000.0,2789800.0,1074400.0,454800.0,3191700.0,6155500.0,536400.0,31600.0,8900.0,1405400.0,2052600.0,67700.0,266700.0,1488200.0,270700.0,13547600.0,440575.0,35763900.0,971200.0,2829000.0,140900.0,34220.0,714600.0,22708200.0,167200.0,43400.0,36000.0,138100.0,38226483046.0,26528577879.0,589190671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189150.0,101560.0,136800.0,16540.0,2702800.0,263000.0,154300.0,1617900.0,89900.0
2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40030862141.0,33081467129.0,534979916.0,,,,,,,,,,,,,,,,,,,,
2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36302664750.0,28433638008.0,358570315.0,,,,,,,,,,,,,,,,,,,,
2021-08-09,25960200.0,17225600.0,41222600.0,805700.0,42193400.0,48015600.0,2727800.0,16865200.0,9852500.0,7198200.0,9054900.0,5560600.0,7469700.0,10743600.0,2367800.0,1291700.0,7897000.0,2810400.0,1529900.0,3586000.0,528300.0,945800.0,9500.0,3300.0,4528100.0,124500.0,3436900.0,44200.0,23598400.0,21931800.0,24062300.0,2051600.0,2181300.0,233800.0,2629100.0,1383400.0,824100.0,228700.0,162600.0,1080000.0,3637000.0,299600.0,143100.0,6500.0,61400.0,53700.0,43600.0,85700.0,1642900.0,2370800.0,4868500.0,10788700.0,14166600.0,9628400.0,1862800.0,12942400.0,10842500.0,5298600.0,3077000.0,824700.0,823600.0,2451900.0,5040000.0,586600.0,22000.0,72700.0,1488300.0,1854800.0,91400.0,605800.0,2152000.0,401500.0,11547000.0,452650.0,44597700.0,912300.0,1779000.0,430200.0,30420.0,922300.0,16929400.0,75100.0,16000.0,543000.0,149900.0,38734079049.0,31983260936.0,377034585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301825.0,83850.0,146100.0,14720.0,2659100.0,230800.0,56600.0,1835900.0,76900.0
2021-08-10,35130800.0,22681600.0,43339300.0,1176000.0,53283000.0,40907400.0,3771000.0,15834200.0,5832600.0,10421400.0,11291700.0,5201000.0,12730900.0,16047400.0,6254400.0,766000.0,10438200.0,8270400.0,1759800.0,2298700.0,506200.0,7975600.0,8800.0,2000.0,5387100.0,294600.0,3786500.0,80900.0,19116800.0,19495000.0,15222600.0,1838900.0,3106900.0,366200.0,2755900.0,915300.0,381400.0,213800.0,531100.0,689600.0,4112900.0,485800.0,137900.0,4400.0,65400.0,77800.0,23600.0,89900.0,937200.0,934000.0,2832900.0,31522900.0,12103500.0,2145200.0,1198100.0,13716900.0,7192400.0,7332100.0,2786300.0,1154200.0,408300.0,2340700.0,7459000.0,391800.0,23400.0,57100.0,1275600.0,1778900.0,119100.0,623500.0,2366600.0,396300.0,6870800.0,340700.0,17390800.0,443100.0,2421000.0,372700.0,29800.0,941100.0,17605000.0,79500.0,33500.0,56000.0,68800.0,33546019517.0,27605221710.0,452480699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093725.0,115680.0,313400.0,16360.0,2460900.0,249400.0,113900.0,2126700.0,166100.0
2021-08-11,34249800.0,25691300.0,44034300.0,4213500.0,47686200.0,48372100.0,3256700.0,18488800.0,14512500.0,10831600.0,14992700.0,5500600.0,12817200.0,16544800.0,2457600.0,2044600.0,14996100.0,1370000.0,2493000.0,3690600.0,489700.0,2042500.0,9400.0,1400.0,6007900.0,189500.0,2685900.0,58800.0,20989800.0,16984400.0,22374700.0,1787400.0,2925700.0,170800.0,3069900.0,889600.0,200300.0,199400.0,428500.0,631000.0,4641100.0,558100.0,66900.0,11600.0,43200.0,32300.0,23400.0,138500.0,1080500.0,2540600.0,4094700.0,15834400.0,15902200.0,4645800.0,1837300.0,17227600.0,7254300.0,6674600.0,2780600.0,957300.0,858400.0,2295300.0,4616900.0,565600.0,18700.0,68700.0,1267900.0,1950400.0,43900.0,939200.0,1448800.0,341800.0,7382400.0,417750.0,15281500.0,431000.0,2168000.0,206100.0,27940.0,686600.0,13997900.0,137500.0,20500.0,55000.0,66300.0,34319709073.0,26729035052.0,507980107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232156.0,119350.0,377500.0,14560.0,1665700.0,396000.0,57300.0,2114000.0,65100.0
2021-08-12,25969200.0,23269500.0,38909400.0,2602800.0,36517200.0,44566400.0,2891900.0,18920200.0,8220300.0,6947800.0,6432100.0,5229400.0,9265300.0,9612600.0,2269000.0,2075500.0,12443200.0,2292500.0,2303000.0,3580400.0,649200.0,2163900.0,4000.0,2200.0,3320300.0,120100.0,3659100.0,101800.0,21722100.0,19496300.0,25726000.0,1404000.0,3296600.0,154300.0,3589800.0,1168900.0,186000.0,116500.0,379000.0,1144100.0,2889500.0,416400.0,94700.0,5500.0,39200.0,40100.0,25000.0,105400.0,616500.0,1078900.0,2356600.0,14127800.0,14593200.0,2750000.0,1792800.0,14709400.0,6932200.0,5017300.0,2904100.0,938600.0,499500.0,2554200.0,4985400.0,359500.0,16300.0,61900.0,1034900.0,1662700.0,277800.0,693400.0,2008900.0,230900.0,5211700.0,858850.0,17854300.0,681300.0,906000.0,275700.0,112560.0,886200.0,16958200.0,314900.0,91300.0,61000.0,185200.0,33723620826.0,25403699845.0,527833804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149256.0,110410.0,235100.0,10960.0,1821000.0,1139300.0,98600.0,2353200.0,228600.0
2021-08-13,19336200.0,20813700.0,39470300.0,1848500.0,33050800.0,43077200.0,2601600.0,23580800.0,7922900.0,5630800.0,8808500.0,4936400.0,8909300.0,7815800.0,2144600.0,1188700.0,14590400.0,3315000.0,1134400.0,2954200.0,412400.0,1141200.0,12900.0,1300.0,3973500.0,138200.0,3042100.0,49600.0,20908900.0,13864100.0,28396200.0,3240200.0,5014000.0,65800.0,3037900.0,1437500.0,523400.0,145800.0,214200.0,373600.0,2488900.0,361600.0,251100.0,1800.0,58700.0,71800.0,29200.0,60200.0,1124700.0,737000.0,3617000.0,10016800.0,17846600.0,3768800.0,1333000.0,18653800.0,6896500.0,4599800.0,1947900.0,891000.0,830100.0,1768300.0,4107600.0,403600.0,12900.0,4600.0,471800.0,1575600.0,49100.0,631700.0,1434400.0,227700.0,7466900.0,517925.0,20165300.0,599600.0,631000.0,237600.0,87080.0,982900.0,15920100.0,133900.0,61000.0,54000.0,83700.0,31744259539.0,23868866254.0,541894525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060650.0,105515.0,161100.0,9900.0,1151800.0,293800.0,74200.0,2036600.0,62000.0
2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31211354442.0,19860862133.0,363834257.0,,,,,,,,,,,,,,,,,,,,
2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30988958446.0,22166205051.0,1448656564.0,,,,,,,,,,,,,,,,,,,,
2021-08-16,34856900.0,24074400.0,73740000.0,2426100.0,48258400.0,48011800.0,3166800.0,25796600.0,8404200.0,9493800.0,7903100.0,6657600.0,10231100.0,12273400.0,3483200.0,2285200.0,19192300.0,4395800.0,1406800.0,3193200.0,827200.0,1284500.0,53900.0,2500.0,7762900.0,120800.0,2845600.0,59000.0,17922900.0,20813900.0,46222700.0,3040600.0,3008400.0,213300.0,4221900.0,1313600.0,484000.0,194200.0,343400.0,1265300.0,5599600.0,435500.0,42900.0,5300.0,25400.0,39200.0,71500.0,146900.0,1689700.0,480000.0,2098900.0,12598100.0,15203000.0,2669800.0,1797100.0,19170900.0,6928100.0,3693600.0,2545000.0,1036300.0,550900.0,1783000.0,2694000.0,316700.0,27300.0,143600.0,3023100.0,1988400.0,41600.0,418700.0,1929200.0,638000.0,7776500.0,439250.0,13542400.0,642500.0,633000.0,1024500.0,36440.0,1672100.0,20530000.0,126600.0,118800.0,95500.0,107400.0,32776876610.0,23080039949.0,3799339365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029388.0,238100.0,144600.0,19860.0,1469400.0,358200.0,64700.0,4520900.0,117500.0
2021-08-17,44793900.0,35161500.0,92673900.0,3818900.0,51108200.0,52414800.0,3004300.0,23037200.0,13874500.0,19052600.0,15666000.0,11065200.0,15569900.0,14924000.0,5941400.0,5909000.0,23555000.0,9101400.0,1807100.0,4005200.0,690400.0,1669500.0,20300.0,2500.0,8425700.0,167100.0,4057600.0,139700.0,25797900.0,38465800.0,78463000.0,3036400.0,3609600.0,1019400.0,5905500.0,1814100.0,216400.0,180300.0,377300.0,2181800.0,4740400.0,540900.0,96600.0,1900.0,50400.0,15900.0,49300.0,112500.0,1564100.0,1247400.0,3205500.0,18468400.0,15055900.0,12060900.0,1579600.0,14126900.0,7785500.0,5469200.0,3217300.0,639900.0,1204100.0,2868300.0,3271500.0,316700.0,17500.0,8600.0,1353600.0,1948000.0,48400.0,727300.0,2169600.0,797900.0,7107000.0,782225.0,17660400.0,557800.0,1169000.0,775600.0,102720.0,1449500.0,25808200.0,145000.0,45000.0,165500.0,222100.0,33451362600.0,25509056745.0,4043742154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250038.0,387445.0,202800.0,23440.0,1432300.0,985600.0,121800.0,1582300.0,145400.0
2021-08-18,38541900.0,29102300.0,89351900.0,3195200.0,56305800.0,39550400.0,3439200.0,31411200.0,12427700.0,13481200.0,10669200.0,9998200.0,11955100.0,14712800.0,3041200.0,2222600.0,16384700.0,2552700.0,1552200.0,3620200.0,672900.0,1856700.0,26200.0,1700.0,6016200.0,114000.0,3240300.0,228600.0,38656900.0,29694400.0,42994800.0,2974700.0,4007400.0,341400.0,4093600.0,3126900.0,483300.0,184900.0,313400.0,1894700.0,4609900.0,727500.0,98200.0,6200.0,31900.0,26200.0,46400.0,83400.0,925700.0,639500.0,2362400.0,12147600.0,9134600.0,2862400.0,2310100.0,13144000.0,7025800.0,3981900.0,4831500.0,749100.0,778500.0,3725300.0,5347200.0,244400.0,27000.0,27800.0,1522300.0,1667900.0,59300.0,1094800.0,3905400.0,261700.0,7697900.0,581550.0,19311700.0,945400.0,802000.0,512600.0,45020.0,1026100.0,39041200.0,69600.0,42700.0,111000.0,303500.0,32194123075.0,21539248425.0,4507409622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385469.0,399415.0,102800.0,12480.0,1489000.0,594600.0,60600.0,2828900.0,85100.0
2021-08-19,48499400.0,38119900.0,92812200.0,3991600.0,99256200.0,48961300.0,4069500.0,27723000.0,11669200.0,19291000.0,13035600.0,11334600.0,17529700.0,15936200.0,4409800.0,2991700.0,30515300.0,3271700.0,2729400.0,6036300.0,1371300.0,2653900.0,34800.0,1600.0,5713700.0,190800.0,4593600.0,33100.0,29628700.0,32988800.0,63275200.0,2719900.0,3629700.0,229900.0,3312000.0,2450400.0,494700.0,282500.0,300900.0,925000.0,4634700.0,959400.0,82800.0,25100.0,29800.0,35900.0,61000.0,177200.0,1720600.0,1840100.0,1829100.0,20026700.0,15681600.0,2042800.0,1780800.0,15474300.0,6242600.0,4581300.0,5415900.0,749000.0,630500.0,2959300.0,3979400.0,551400.0,17100.0,2700.0,1796400.0,2278700.0,71600.0,970500.0,5361400.0,751800.0,6934300.0,790325.0,16659700.0,1236400.0,2577000.0,1504700.0,67440.0,709700.0,57005800.0,213900.0,61700.0,249000.0,734700.0,37204312299.0,19546290360.0,2467398203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621925.0,467625.0,95500.0,20720.0,3961600.0,597800.0,185300.0,6285500.0,145000.0
2021-08-20,39486000.0,31759500.0,72008700.0,2399900.0,61587600.0,33898600.0,3238900.0,23581600.0,7252700.0,14769400.0,10454500.0,6618400.0,11753000.0,13973600.0,4143100.0,1479600.0,15774200.0,3260700.0,1689800.0,4945000.0,1352500.0,1650200.0,32900.0,1000.0,4591100.0,137100.0,3962100.0,30500.0,47180200.0,33103600.0,44682100.0,1981600.0,3143000.0,214700.0,2680200.0,1448300.0,551900.0,361000.0,274100.0,842000.0,5609900.0,442800.0,61500.0,1700.0,47000.0,79800.0,46300.0,124800.0,796200.0,1169800.0,4432600.0,16784100.0,10782100.0,4859800.0,1685300.0,12388400.0,6510200.0,2897800.0,2270000.0,821400.0,210700.0,2157200.0,3059400.0,328600.0,15600.0,9500.0,952200.0,2495800.0,57000.0,537900.0,3023100.0,464200.0,7154000.0,382900.0,16170000.0,424000.0,1104000.0,472700.0,42180.0,906800.0,30253300.0,117500.0,69200.0,158500.0,110800.0,34706867452.0,20885619828.0,1844455899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141019.0,222135.0,101800.0,14440.0,2004800.0,518400.0,55800.0,3331100.0,68500.0
2021-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40585205312.0,18113977628.0,1513097171.0,,,,,,,,,,,,,,,,,,,,
2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25370975378.0,15983278460.0,968933849.0,,,,,,,,,,,,,,,,,,,,
2021-08-23,34034700.0,25778800.0,54973000.0,3127300.0,58704400.0,28807400.0,3230600.0,21830800.0,8471300.0,10802400.0,8794500.0,6890200.0,8471000.0,8095600.0,3062200.0,992600.0,22524800.0,1991200.0,1552400.0,4030800.0,595100.0,1759200.0,8700.0,2500.0,6587100.0,165800.0,2556400.0,71100.0,22031600.0,30171400.0,45453900.0,1808600.0,4023900.0,295800.0,2624200.0,1035400.0,467000.0,307300.0,242100.0,2099400.0,4455200.0,621700.0,60800.0,22300.0,37600.0,47100.0,34000.0,185100.0,470700.0,524400.0,3305400.0,21933100.0,12064300.0,7862500.0,1532500.0,10615000.0,3958500.0,6585300.0,2436800.0,1124600.0,703600.0,2209300.0,2717400.0,313500.0,32700.0,6200.0,1509000.0,1556300.0,50700.0,1560000.0,4885800.0,439700.0,8190500.0,383775.0,17623900.0,511200.0,986000.0,575200.0,41760.0,874000.0,28666100.0,119000.0,41000.0,185000.0,260900.0,34305053719.0,20511110509.0,1372134245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484725.0,171790.0,123000.0,66460.0,2373100.0,447200.0,45100.0,6165600.0,129400.0
2021-08-24,21732900.0,18677900.0,38744700.0,3243200.0,45382200.0,37677300.0,2867100.0,25331000.0,6548100.0,9537000.0,8494200.0,5791600.0,7593200.0,11059200.0,3132700.0,928900.0,13722900.0,3698600.0,3329400.0,6024300.0,244100.0,4724700.0,14800.0,800.0,5165900.0,241100.0,2352800.0,81100.0,31350700.0,37310300.0,51292000.0,2780400.0,3512800.0,214500.0,2843800.0,2473700.0,1032300.0,187000.0,263900.0,864400.0,9188300.0,381300.0,63600.0,7600.0,157400.0,125000.0,39100.0,147400.0,808200.0,2631600.0,1994800.0,20828100.0,13782900.0,18470100.0,1249900.0,13835900.0,3649700.0,5875400.0,3136100.0,1835200.0,469800.0,2199700.0,2127100.0,435200.0,74800.0,8400.0,939100.0,2388700.0,184300.0,802900.0,4642200.0,327600.0,4519200.0,266275.0,17851300.0,419800.0,859000.0,500000.0,27280.0,940400.0,42029000.0,107400.0,20800.0,141500.0,183300.0,35361168834.0,20131028906.0,2153611667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053800.0,96550.0,114900.0,28280.0,1471500.0,2488700.0,169700.0,2790600.0,109200.0
2021-08-25,20441900.0,21548000.0,40529700.0,10848000.0,39817600.0,47904800.0,3329400.0,16329800.0,6918500.0,9430400.0,8007400.0,7266600.0,9404200.0,9824400.0,3835100.0,958800.0,12891400.0,1017000.0,1560100.0,4446200.0,285100.0,1553300.0,12100.0,3200.0,3508700.0,309100.0,3410400.0,77700.0,21551800.0,20181900.0,25272500.0,1998600.0,2887900.0,220600.0,2960300.0,1130600.0,452900.0,199300.0,336200.0,894300.0,4428000.0,303500.0,54000.0,13400.0,62800.0,60900.0,25600.0,144700.0,555200.0,5486500.0,1684100.0,19085400.0,15533600.0,6864300.0,1319600.0,16743800.0,5874700.0,5452000.0,4473400.0,1322000.0,286000.0,2622100.0,3627600.0,426500.0,21800.0,13800.0,1657600.0,2256100.0,68700.0,1103500.0,2171600.0,187600.0,5588800.0,878025.0,15318900.0,855300.0,949000.0,391100.0,39540.0,1106000.0,17660600.0,123200.0,110700.0,134500.0,259000.0,32646349931.0,18902728235.0,1551240766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920719.0,132780.0,136900.0,14740.0,2530200.0,618100.0,88400.0,3593300.0,106900.0
2021-08-26,29133300.0,22380300.0,57829600.0,3598100.0,41465400.0,38484300.0,2889400.0,16631800.0,5972100.0,12056600.0,13078000.0,7394200.0,9951100.0,11541800.0,3279800.0,1903300.0,16927900.0,1924900.0,3492800.0,3698700.0,716200.0,1713400.0,589000.0,3100.0,4715800.0,231300.0,2737500.0,121600.0,22250800.0,29059100.0,29030600.0,1386300.0,2993700.0,107100.0,4803000.0,2404800.0,550200.0,192700.0,235700.0,1025700.0,3157200.0,417500.0,16200.0,1800.0,110600.0,22000.0,33600.0,210100.0,785600.0,2063200.0,2477300.0,17676100.0,14673700.0,5969100.0,2078600.0,16657400.0,6850600.0,4879200.0,2627200.0,1103800.0,541400.0,5142200.0,3622100.0,433600.0,10100.0,59500.0,1124500.0,1683300.0,94200.0,396200.0,1958000.0,133400.0,4371900.0,1804950.0,15730700.0,706400.0,1045000.0,251800.0,30360.0,607900.0,14722900.0,81400.0,15900.0,43000.0,252100.0,32666549568.0,17405668117.0,2713050538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245988.0,255080.0,136600.0,11080.0,1658200.0,414800.0,65200.0,1719400.0,59700.0
2021-08-27,27104700.0,33998500.0,77235100.0,2517600.0,46202600.0,38511100.0,3059300.0,21005000.0,8679200.0,14088800.0,9126200.0,7964800.0,10484200.0,10357400.0,3437200.0,1196800.0,24935800.0,1187600.0,1672300.0,4057800.0,380500.0,1821800.0,13200.0,3100.0,3793500.0,104500.0,2300700.0,70400.0,18585100.0,16713100.0,32971400.0,3158700.0,2937100.0,140100.0,3067800.0,1805500.0,525400.0,337100.0,148200.0,470800.0,2841400.0,588200.0,44200.0,2600.0,74000.0,83400.0,44800.0,376400.0,479900.0,2551600.0,4964400.0,18519700.0,11670000.0,4341900.0,2774900.0,15384700.0,6360700.0,5545600.0,3107000.0,642100.0,714100.0,3522800.0,4026800.0,398300.0,20000.0,4000.0,1404900.0,1747700.0,70700.0,757300.0,2471300.0,298700.0,10036400.0,1095875.0,38222000.0,420000.0,859000.0,722600.0,24420.0,645700.0,15286100.0,88900.0,32900.0,45500.0,134000.0,34511076995.0,18489602004.0,3263988286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667206.0,228490.0,176300.0,10260.0,1903200.0,1642500.0,507300.0,1516000.0,98300.0
2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28568103401.0,13709633698.0,2580080503.0,,,,,,,,,,,,,,,,,,,,
2021-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25889650240.0,13296586731.0,1830344091.0,,,,,,,,,,,,,,,,,,,,
2021-08-30,27295700.0,20733300.0,48357400.0,1856600.0,31817800.0,30096500.0,3600600.0,23691400.0,6417200.0,10026800.0,5645800.0,7366600.0,6528200.0,9012600.0,2734700.0,1176900.0,8142000.0,916400.0,1233200.0,4218800.0,478500.0,2264600.0,27800.0,6800.0,2992400.0,218500.0,2027900.0,69500.0,14945600.0,15599500.0,18518900.0,1834400.0,1904900.0,160000.0,4235500.0,1459500.0,464400.0,207000.0,174600.0,750800.0,3273800.0,306400.0,62100.0,2800.0,94300.0,23000.0,56200.0,204600.0,617900.0,1987900.0,2226400.0,11640000.0,9119900.0,5713100.0,1438000.0,10596300.0,6546200.0,3706000.0,2765400.0,678800.0,1035200.0,2833900.0,3750800.0,365400.0,26700.0,38700.0,912000.0,1929500.0,55400.0,446000.0,2648900.0,510600.0,3768600.0,870725.0,12848400.0,355200.0,504000.0,653000.0,75000.0,1128000.0,15768400.0,96100.0,17500.0,1647000.0,82300.0,31847007016.0,19306924485.0,5274104165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181994.0,144060.0,119700.0,14320.0,1560600.0,778100.0,89100.0,2129300.0,128200.0
2021-08-31,29628200.0,20839800.0,59300200.0,5907800.0,53873200.0,49876200.0,4210100.0,22580200.0,9299100.0,21971000.0,8037000.0,9555800.0,9621200.0,10608800.0,6091000.0,1634100.0,18738400.0,1884600.0,2682500.0,5026700.0,1559300.0,3977400.0,3172300.0,2700.0,3926200.0,251500.0,2324200.0,62300.0,22341400.0,30038800.0,43226700.0,6349300.0,3739600.0,333100.0,6633300.0,2803200.0,1307200.0,165800.0,283800.0,1146400.0,5285100.0,568200.0,552400.0,20600.0,325400.0,157700.0,30600.0,159100.0,1021300.0,4254400.0,5386200.0,19163900.0,15644700.0,9027900.0,2052200.0,15262400.0,7418400.0,6763900.0,4555100.0,605300.0,1899000.0,3039100.0,5767300.0,481800.0,21000.0,51800.0,3568200.0,2878300.0,170700.0,630000.0,2700500.0,214100.0,6336000.0,657200.0,17200000.0,376400.0,1573000.0,667600.0,46740.0,797900.0,22341700.0,112900.0,17400.0,164500.0,59700.0,34730363427.0,27280502987.0,7590894022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996888.0,157795.0,365300.0,20200.0,1312700.0,431400.0,263800.0,3591900.0,109000.0
